State,Condition,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
"SC","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","252","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","197","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","239","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","249","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","195","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","194","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","292","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","188","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","242","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high)","OP_18c_HIGH_MIN","266","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high)","OP_18c_VERY_HIGH_MIN","157","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high)","OP_18c_VERY_HIGH_MIN","234","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high)","OP_18c_VERY_HIGH_MIN","231","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high)","OP_18c_VERY_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high)","OP_18c_VERY_HIGH_MIN","335","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high)","OP_18c_VERY_HIGH_MIN","296","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high)","OP_18c_VERY_HIGH_MIN","259","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high)","OP_18c_VERY_HIGH_MIN","319","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high)","OP_18c_VERY_HIGH_MIN","378","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","Emergency Department","Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high)","OP_18c_VERY_HIGH_MIN","462","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
