"CMS Certification Number","Facility Name","Address","City","County","State","Zip","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Measure Start Date","Measure End Date"
"460039","BEAR RIVER VALLEY HOSPITAL","905 North 1000 West","Tremonton",,"UT","84337",4352074700,97,3,0,99,93,6,1,96,84,14,2,94,82,15,3,92,,937,249,27,04/01/2017,03/31/2018
"460041","DAVIS HOSPITAL AND MEDICAL CENTER","1600 West Antelope Drive","Layton",,"UT","84041",8018077001,,,,,,,,,,,,,,,,,"4",,,,,
"460043","OREM COMMUNITY HOSPITAL","331 North 400 West","Orem",,"UT","84057",8017143307,97,3,0,99,89,10,1,94,84,15,1,94,80,19,1,93,,1243,249,20,04/01/2017,03/31/2018
"460044","ALTA VIEW HOSPITAL","9660 South 1300 East","Sandy",,"UT","84094",8015012600,97,3,0,98,90,8,2,94,86,12,2,94,81,17,2,93,,5936,1583,27,04/01/2017,03/31/2018
"460049","THE ORTHOPEDIC SPECIALTY HOSPITAL","5848 South 300 East","Murray",,"UT","84107",8013144100,98,2,0,99,88,10,2,93,88,11,1,95,91,8,1,96,,3425,923,27,04/01/2017,03/31/2018
"460051","JORDAN VALLEY MEDICAL CENTER","3580 West 9000 South","West Jordan",,"UT","84088",8015618888,,,,,,,,,,,,,,,,,"4",,,,,
"460057","PARK CITY HOSPITAL","900 Round Valley Drive","Park City",,"UT","84060",4356586700,98,2,0,99,90,8,2,94,88,11,1,95,90,8,2,96,,2027,488,24,04/01/2017,03/31/2018
"460058","RIVERTON HOSPITAL","3741 West 12600 South","Riverton",,"UT","84065",8012854000,97,3,0,98,90,8,2,94,88,10,2,95,87,11,2,94,,5722,1051,18,04/01/2017,03/31/2018
"461300","DELTA COMMUNITY HOSPITAL","126 South White Sage Avenue","Delta",,"UT","84624",4358645591,98,2,0,99,88,11,1,94,83,12,5,93,82,12,6,92,"3",272,94,35,04/01/2017,03/31/2018
"461301","FILLMORE COMMUNITY HOSPITAL","674 South Highway 99","Fillmore",,"UT","84631",4357435591,99,1,0,99,94,5,1,96,87,7,6,93,87,12,1,95,"3",86,20,23,04/01/2017,03/31/2018
"461303","SANPETE VALLEY HOSPITAL - CAH","1100 South Medical Drive","Mount Pleasant",,"UT","84647",4354624123,98,2,0,99,90,8,2,94,85,12,3,93,82,17,1,94,,769,228,30,04/01/2017,03/31/2018
"461307","HEBER VALLEY HOSPITAL","1485 South Highway 40","Heber City",,"UT","84032",4356542500,97,3,0,98,92,6,2,95,88,9,3,94,82,17,1,93,,887,238,27,04/01/2017,03/31/2018
"461333","GARFIELD MEMORIAL HOSPITAL","200 North 400 East","Panguitch",,"UT","84759",4356768811,99,1,0,100,95,5,0,98,91,9,0,96,92,8,0,97,"3",92,31,34,04/01/2017,03/31/2018
"470001","CENTRAL VERMONT MEDICAL CENTER","130 Fisher Rd,po Box 547","Barre",,"VT","05641",8023714100,98,2,0,99,90,8,2,94,85,13,2,94,82,17,1,93,,1672,466,28,04/01/2017,03/31/2018
"470003","UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE","111 Colchester Ave","Burlington",,"VT","05401",8028470000,98,2,0,99,92,7,1,95,80,19,1,93,90,9,1,96,,3390,386,25,04/01/2017,03/31/2018
"470005","RUTLAND REGIONAL MEDICAL CENTER","160 Allen St","Rutland",,"VT","05701",8027757111,98,2,0,99,90,8,2,94,84,14,2,93,78,20,2,92,,3491,1236,35,04/01/2017,03/31/2018
"470011","BRATTLEBORO MEMORIAL HOSPITAL","17 Belmont Ave","Brattleboro",,"VT","05301",8022570341,,,,,,,,,,,,,,,,,"4",,,,,
"470012","SOUTHWESTERN VERMONT MEDICAL CENTER","100 Hospital Drive","Bennington",,"VT","05201",8024426361,,,,,,,,,,,,,,,,,"4",,,,,
"470024","NORTHWESTERN MEDICAL CENTER INC","133 Fairfield Street,po Box 1370","Saint Albans",,"VT","05478",8025245911,,,,,,,,,,,,,,,,,"4",,,,,
"490001","NORTON COMMUNITY HOSPITAL","100  15th St Nw","Norton",,"VA","24273",2766799600,94,5,1,96,88,10,2,93,78,17,5,91,76,21,3,90,,1146,257,22,04/01/2017,03/31/2018
"490004","SENTARA RMH MEDICAL CENTER","2010 Health Campus Drive","Harrisonburg",,"VA","22801",5406891000,,,,,,,,,,,,,,,,,"4",,,,,
"490007","SENTARA NORFOLK GENERAL HOSPITAL","600 Gresham Dr","Norfolk",,"VA","23507",7573883000,,,,,,,,,,,,,,,,,"4",,,,,
"490013","SENTARA HALIFAX REGIONAL HOSPITAL","2204 Wilborn Avenue","South Boston",,"VA","24592",4345173100,,,,,,,,,,,,,,,,,"4",,,,,
"490018","AUGUSTA HEALTH","78 Medical Center Drive","Fishersville",,"VA","22939",5403324000,97,3,0,99,91,8,1,95,82,15,3,93,75,22,3,90,,5206,1636,31,04/01/2017,03/31/2018
"490019","NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE","501 Sunset Lane","Culpeper",,"VA","22701",7038294300,96,3,1,98,89,9,2,94,83,14,3,92,77,19,4,90,,887,207,23,04/01/2017,03/31/2018
"490022","MARY WASHINGTON HOSPITAL","1001 Sam Perry Boulevard","Fredericksburg",,"VA","22401",5407411100,97,3,0,98,94,5,1,96,87,11,2,94,82,16,2,93,,5104,1534,30,04/01/2017,03/31/2018
"490032","MEDICAL COLLEGE OF VIRGINIA HOSPITALS","1250 East Marshall Street - Box 980510,box 980510","Richmond",,"VA","23298",8048289000,95,4,1,97,91,7,2,95,84,11,5,93,86,11,3,94,,1224,245,21,04/01/2017,03/31/2018
"490037","RIVERSIDE SHORE MEMORIAL HOSPITAL","9507 Hospital Avenue,po Box 17","Nassawadox",,"VA","23413",7574148000,96,4,0,98,92,7,1,96,86,13,1,94,78,19,3,91,,1228,333,27,04/01/2017,03/31/2018
"490038","SMYTH COUNTY COMMUNITY HOSPITAL","245 Medical Park Drive","Marion",,"VA","24354",2763781000,97,3,0,98,93,5,2,96,87,11,2,94,79,18,3,91,,1208,335,28,04/01/2017,03/31/2018
"490044","SENTARA OBICI HOSPITAL","2800 Godwin Boulevard","Suffolk",,"VA","23434",7579344000,,,,,,,,,,,,,,,,,"4",,,,,
"490045","NOVANT PRINCE WILLIAM MEDICAL CENTER","8700 Sudley Rd","Manassas",,"VA","20110",7033698736,95,4,1,97,94,5,1,96,84,13,3,93,78,20,2,91,,1388,351,25,04/01/2017,03/31/2018
"490046","SENTARA LEIGH HOSPITAL","830 Kempsville Road","Norfolk",,"VA","23502",7572616700,,,,,,,,,,,,,,,,,"4",,,,,
"490052","RIVERSIDE REGIONAL MEDICAL CENTER","500 J Clyde Morris Blvd","Newport News",,"VA","23601",7575942000,97,3,0,98,92,6,2,95,89,9,2,95,86,11,3,94,,5512,1658,30,04/01/2017,03/31/2018
"490053","JOHNSTON MEMORIAL HOSPITAL","16000 Johnston Memorial Drive","Abingdon",,"VA","24211",2762581000,97,2,1,98,93,5,2,95,85,13,2,93,78,19,3,91,,1386,356,26,04/01/2017,03/31/2018
"490057","SENTARA VIRGINIA BEACH GENERAL HOSPITAL","1060 First Colonial Road","Virginia Beach",,"VA","23454",7573958000,,,,,,,,,,,,,,,,,"4",,,,,
"490066","SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER","100 Sentara Circle","Williamsburg",,"VA","23185",7579848137,,,,,,,,,,,,,,,,,"4",,,,,
"490077","SENTARA MARTHA JEFFERSON HOSPITAL","500 Martha Jefferson Drive","Charlottesville",,"VA","22911",4346547000,,,,,,,,,,,,,,,,,"4",,,,,
"490084","RIVERSIDE TAPPAHANNOCK HOSPITAL","618 Hospital Road","Tappahannock",,"VA","22560",8044433311,98,2,0,99,93,5,2,96,84,13,3,93,80,18,2,92,,1341,405,30,04/01/2017,03/31/2018
"490093","SENTARA CAREPLEX HOSPITAL","3000 Coliseum Drive","Hampton",,"VA","23666",7578272545,,,,,,,,,,,,,,,,,"4",,,,,
"490098","COMMUNITY MEMORIAL HOSPITAL","125 Buena Vista Circle,p.O. Box 90","South Hill",,"VA","23970",4344473151,,,,,,,,,,,,,,,,,"4",,,,,
"490113","SENTARA NORTHERN VIRGINIA MEDICAL CENTER","2300 Opitz Boulevard","Woodbridge",,"VA","22191",7035231000,,,,,,,,,,,,,,,,,"4",,,,,
"490119","SENTARA PRINCESS ANNE HOSPITAL","2025 Glenn Mitchell Drive","Virginia Beach",,"VA","23456",7575071520,,,,,,,,,,,,,,,,,"4",,,,,
"490120","CHESAPEAKE REGIONAL MEDICAL CENTER","736 Battlefield Boulevard North","Chesapeake",,"VA","23320",7573128121,,,,,,,,,,,,,,,,,"4",,,,,
"490130","RIVERSIDE WALTER REED HOSPITAL","Po Box 1130","Gloucester",,"VA","23061",8046938800,97,2,1,98,94,5,1,97,85,13,2,94,76,21,3,90,,1436,366,25,04/01/2017,03/31/2018
"490140","STAFFORD HOSPITAL, LLC","101 Hospital Center Boulevard","Stafford",,"VA","22554",5407419000,99,1,0,99,95,4,1,97,89,9,2,95,88,11,1,96,,2016,493,24,04/01/2017,03/31/2018
"490143","RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG","1500 Commonwealth Avenue,attn: Quality Assurance D","Williamsburg",,"VA","23185",7573453000,98,2,0,99,92,7,1,95,88,10,2,94,84,13,3,93,,1653,490,30,04/01/2017,03/31/2018
"490144","NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER","15225 Healthcote Boulevard","Haymarket",,"VA","20169",5712841000,97,2,1,98,93,6,1,96,93,5,2,95,91,6,3,96,,560,168,30,04/01/2017,03/31/2018
"500001","NORTHWEST HOSPITAL & MEDICAL CENTER","1550 North 115th Street, Ms D180","Seattle",,"WA","98133",2063640550,,,,,,,,,,,,,,,,,"4",,,,,
"500002","PROVIDENCE ST MARY MEDICAL CENTER","401 W Poplar","Walla Walla",,"WA","99362",5095255890,97,3,0,98,92,6,2,95,84,15,1,94,86,13,1,95,,1375,403,29,04/01/2017,03/31/2018
"500003","SKAGIT VALLEY HOSPITAL","1415 East Kincaid Street","Mount Vernon",,"WA","98274",3604244111,98,2,0,99,91,7,2,95,81,16,3,93,77,22,1,92,,1344,360,27,04/01/2017,03/31/2018
"500005","VIRGINIA MASON MEDICAL CENTER","1100 9th Avenue","Seattle",,"WA","98101",2062236600,,,,,,,,,,,,,,,,,"4",,,,,
"500007","ISLAND HOSPITAL","1211 24th Street","Anacortes",,"WA","98221",3602991300,98,2,0,99,89,9,2,94,82,15,3,93,85,13,2,94,,1111,403,36,04/01/2017,03/31/2018
"500008","UNIVERSITY OF WASHINGTON MEDICAL CTR","1959 Ne Pacific St,box 356033","Seattle",,"WA","98195",2065983300,,,,,,,,,,,,,,,,,"4",,,,,
"500014","PROVIDENCE REGIONAL MEDICAL CENTER EVERETT","1321 Colby Avenue","Everett",,"WA","98201",4252612000,96,3,1,98,91,7,2,94,83,15,2,93,82,16,2,93,,6799,1797,26,04/01/2017,03/31/2018
"500019","PROVIDENCE CENTRALIA HOSPITAL","914 S Scheuber Road","Centralia",,"WA","98531",3603308530,97,2,1,98,89,9,2,94,86,11,3,93,79,20,1,93,,1087,262,24,04/01/2017,03/31/2018
"500024","PROVIDENCE ST PETER HOSPITAL","413 Lilly Road Ne,mail Stop 04h17","Olympia",,"WA","98506",3604937179,95,4,1,97,90,8,2,94,84,15,1,93,84,15,1,94,,2204,673,31,04/01/2017,03/31/2018
"500025","SWEDISH MEDICAL CENTER / CHERRY HILL","500 17th Avenue","Seattle",,"WA","98122",2063202000,95,4,1,97,87,11,2,92,80,15,5,91,80,17,3,92,,2505,607,24,04/01/2017,03/31/2018
"500026","SWEDISH EDMONDS HOSPITAL","21601 76th Avenue West","Edmonds",,"WA","98026",4256404000,96,4,0,98,90,8,2,94,77,20,3,91,78,20,2,91,,3178,740,23,04/01/2017,03/31/2018
"500027","SWEDISH MEDICAL CENTER - FIRST HILL/BALLARD","747 Broadway","Seattle",,"WA","98122",2063866000,95,4,1,97,91,7,2,94,81,16,3,92,82,15,3,93,,8496,1987,23,04/01/2017,03/31/2018
"500033","SAMARITAN HOSPITAL","801 East Wheeler Road","Moses Lake",,"WA","98837",5097655606,,,,,,,,,,,,,,,,,"4",,,,,
"500036","YAKIMA VALLEY MEMORIAL HOSPITAL","2811 Tieton Drive","Yakima",,"WA","98902",5095758000,,,,,,,,,,,,,,,,,"4",,,,,
"500052","GROUP HEALTH CENTRAL HOSPITAL","201 16th  Avenue East,cmb 107","Seattle",,"WA","98112",2063264941,,,,,,,,,,,,,,,,,"4",,,,,
"500054","PROVIDENCE SACRED HEART MEDICAL CENTER","101 West 8th Avenue","Spokane",,"WA","99220",5094743131,96,4,0,98,88,10,2,93,82,15,3,93,84,14,2,94,,3721,1182,32,04/01/2017,03/31/2018
"500058","KADLEC REGIONAL MEDICAL CENTER","888 Swift Blvd","Richland",,"WA","99352",5099464611,97,3,0,98,89,9,2,93,80,18,2,93,83,15,2,93,,2414,560,23,04/01/2017,03/31/2018
"500060","CASCADE VALLEY HOSPITAL","330 S Stillaguamish Ave","Arlington",,"WA","98223",3604352133,,,,,,,,,,,,,,,,,"4",,,,,
"500064","HARBORVIEW MEDICAL CENTER","325 9th Avenue","Seattle",,"WA","98104",2067449535,,,,,,,,,,,,,,,,,"4",,,,,
"500072","OLYMPIC MEDICAL CENTER","939 Caroline Street","Port Angeles",,"WA","98362",3604177000,97,3,0,98,89,9,2,93,80,17,3,92,78,19,3,91,"2",1825,692,38,04/01/2017,03/31/2018
"500077","PROVIDENCE HOLY FAMILY HOSPITAL","5633 North Lidgerwood","Spokane",,"WA","99208",5094820111,95,4,1,97,88,9,3,92,77,17,6,90,76,21,3,91,,1436,412,29,04/01/2017,03/31/2018
"500088","VALLEY MEDICAL CENTER","400 South 43rd Street","Renton",,"WA","98055",4252283440,,,,,,,,,,,,,,,,,"4",,,,,
"500152","SWEDISH ISSAQUAH","751 Ne Blakely Dr","Issaquah",,"WA","98029",4253134000,98,2,0,99,93,6,1,96,92,6,2,96,90,9,1,96,,3085,672,22,04/01/2017,03/31/2018
"501308","COULEE MEDICAL CENTER","411 Fortuyn Road","Grand Coulee",,"WA","99133",5096331753,,,,,,,,,,,,,,,,,"4",,,,,
"501309","PROVIDENCE ST JOSEPH HOSPITAL","500 East Webster","Chewelah",,"WA","99109",5099358211,96,4,0,98,94,6,0,97,81,16,3,93,79,20,1,93,,412,169,41,04/01/2017,03/31/2018
"501312","PROSSER MEMORIAL HOSPITAL","723 Memorial Street","Prosser",,"WA","99350",5097862222,,,,,,,,,,,,,,,,,"4",,,,,
"501323","JEFFERSON HEALTHCARE","834 Sheridan Street","Port Townsend",,"WA","98368",3603852200,,,,,,,,,,,,,,,,,"4",,,,,
"501326","PROVIDENCE MOUNT CARMEL HOSPITAL","982 East Columbia","Colville",,"WA","99114",5096842561,98,2,0,99,94,5,1,96,85,14,1,94,77,22,1,91,,722,263,36,04/01/2017,03/31/2018
"501327","WHITMAN HOSPITAL AND MEDICAL CENTER","1200 West Fairview","Colfax",,"WA","99111",5093973435,99,1,0,100,95,5,0,97,93,6,1,96,93,6,1,97,,510,201,39,04/01/2017,03/31/2018
"510001","WEST VIRGINIA UNIVERSITY HOSPITALS","Medical Center Drive","Morgantown",,"WV","26506",3045984000,96,4,0,98,94,5,1,97,85,11,4,93,84,14,2,94,,839,221,26,04/01/2017,03/31/2018
"510006","UNITED HOSPITAL CENTER","327 Medical Park Drive","Bridgeport",,"WV","26330",6813421000,,,,,,,,,,,,,,,,,"4",,,,,
"510008","BERKELEY MEDICAL CENTER","2500 Hospital Drive","Martinsburg",,"WV","25401",3042641000,,,,,,,,,,,,,,,,,"4",,,,,
"510013","REYNOLDS MEMORIAL HOSPITAL","800 Wheeling Ave","Glen Dale",,"WV","26038",3048433230,,,,,,,,,,,,,,,,,"4",,,,,
"510038","STONEWALL JACKSON MEMORIAL HOSPITAL","230 Hospital Plaza","Weston",,"WV","26452",3042698000,,,,,,,,,,,,,,,,,"4",,,,,
"510039","OHIO VALLEY MEDICAL CENTER","2000 Eoff Street","Wheeling",,"WV","26003",3042340123,,,,,,,,,,,,,,,,,"4",,,,,
"510046","PRINCETON COMMUNITY HOSPITAL","122 12th Street","Princeton",,"WV","24740",3044877000,,,,,,,,,,,,,,,,,"4",,,,,
"510047","FAIRMONT REGIONAL MEDICAL CENTER","1325 Locust Avenue","Fairmont",,"WV","26554",3043677100,,,,,,,,,,,,,,,,,"4",,,,,
"510055","CABELL HUNTINGTON HOSPITAL INC","1340 Hal Greer Boulevard","Huntington",,"WV","25701",3045262000,96,4,0,98,92,7,1,95,87,11,2,94,85,14,1,94,,2501,591,24,04/01/2017,03/31/2018
"510062","BECKLEY ARH HOSPITAL","306 Stanaford Road","Beckley",,"WV","25801",3042553000,93,6,1,96,90,7,3,94,76,19,5,92,80,17,3,92,,2047,467,24,04/01/2017,03/31/2018
"510082","SUMMERSVILLE REGIONAL MEDICAL CENTER","400 Fairview Heights Road","Summersville",,"WV","26651",3048722891,,,,,,,,,,,,,,,,,"4",,,,,
"511306","ROANE GENERAL HOSPITAL","200 Hospital Drive","Spencer",,"WV","25276",3049274444,,,,,,,,,,,,,,,,,"4",,,,,
"511310","SUMMERS COUNTY ARH HOSPITAL","115 Summers Hospital Road","Hinton",,"WV","25951",3044661000,97,3,0,99,94,5,1,96,85,15,0,96,92,8,0,98,"3",202,44,24,04/01/2017,03/31/2018
"511312","PRESTON MEMORIAL HOSPITAL","150 Memorial Drive","Kingwood",,"WV","26537",3043291400,97,3,0,99,93,5,2,96,87,11,2,94,79,18,3,91,,666,157,24,04/01/2017,03/31/2018
"511315","POTOMAC VALLEY HOSPITAL","100 Pin Oak Lane","Keyser",,"WV","26726",3045973500,98,2,0,99,94,5,1,96,78,18,4,91,72,24,4,89,,890,295,33,04/01/2017,03/31/2018
"511319","JEFFERSON MEDICAL CENTER","300 South Preston Street","Ranson",,"WV","25438",3047281600,,,,,,,,,,,,,,,,,"4",,,,,
"520008","WAUKESHA MEMORIAL HOSPITAL","725 American Ave","Waukesha",,"WI","53188",2629281000,97,3,0,98,91,8,1,95,86,12,2,94,83,15,2,93,,1112,385,35,04/01/2017,03/31/2018
"520013","SACRED HEART HOSPITAL","900 W Clairemont Ave","Eau Claire",,"WI","54701",7157174131,97,3,0,98,90,8,2,94,82,16,2,93,79,20,1,92,,1804,573,32,04/01/2017,03/31/2018
"520017","ST JOSEPH'S HOSPITAL","2661 County Hwy I","Chippewa Falls",,"WI","54729",7157177200,99,1,0,99,91,8,1,95,83,15,2,93,78,21,1,92,,1807,585,33,04/01/2017,03/31/2018
"520021","UNITED HOSPITAL SYSTEM","6308 Eighth Ave","Kenosha",,"WI","53143",2626562368,,,,,,,,,,,,,,,,,"4",,,,,
"520028","THE MONROE CLINIC","515 22nd. Avenue","Monroe",,"WI","53566",6083242000,98,2,0,99,91,7,2,95,86,12,2,94,83,16,1,94,,1633,655,40,04/01/2017,03/31/2018
"520030","ASPIRUS WAUSAU HOSPITAL","333 Pine Ridge Blvd","Wausau",,"WI","54401",7158472000,,,,,,,,,,,,,,,,,"4",,,,,
"520033","RIVERVIEW HOSPITAL ASSOCIATION","410 Dewey St","Wisconsin Rapids",,"WI","54494",7154236060,98,2,0,99,92,6,2,95,83,15,2,94,80,17,3,92,"5",1811,455,26,04/01/2017,03/31/2018
"520034","AURORA MEDICAL CTR MANITOWOC COUNTY","5000 Memorial Drive","Two Rivers",,"WI","54241",9207945000,,,,,,,,,,,,,,,,,"4",,,,,
"520035","AURORA SHEBOYGAN MEMORIAL MEDICAL CTR","2629 N 7th St","Sheboygan",,"WI","53083",9204515000,,,,,,,,,,,,,,,,,"4",,,,,
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","1032 E Sumner St","Hartford",,"WI","53027",2626732300,,,,,,,,,,,,,,,,,"4",,,,,
"520041","DIVINE SAVIOR HEALTHCARE","2817 New Pinery Road,po Box 387","Portage",,"WI","53901",6087424131,,,,,,,,,,,,,,,,,"4",,,,,
"520044","ST NICHOLAS HOSPITAL","3100 Superior Ave","Sheboygan",,"WI","53081",9204598300,98,2,0,99,92,6,2,95,87,12,1,94,85,14,1,94,,2626,1059,41,04/01/2017,03/31/2018
"520045","THEDA CLARK MEDICAL CENTER","130 2nd St","Neenah",,"WI","54956",9207293100,,,,,,,,,,,,,,,,,"4",,,,,
"520049","BELLIN MEMORIAL HOSPITAL","744 S Webster Ave","Green Bay",,"WI","54301",9204333500,97,3,0,98,87,11,2,93,84,14,2,93,83,15,2,93,,2677,910,34,04/01/2017,03/31/2018
"520057","SSM HEALTH ST CLARE HOSPITAL - BARABOO","707 14th St","Baraboo",,"WI","53913",6083561400,97,3,0,98,93,6,1,96,87,11,2,94,83,15,2,94,,1628,620,38,04/01/2017,03/31/2018
"520059","AURORA MEMORIAL HOSPITAL BURLINGTON","252 Mchenry St","Burlington",,"WI","53105",2627676545,,,,,,,,,,,,,,,,,"4",,,,,
"520062","OCONOMOWOC MEMORIAL HOSPITAL","N17 W24100 Riverwood Drive","Waukesha",,"WI","53188",2625699400,98,2,0,99,93,6,1,96,92,6,2,96,92,7,1,97,,835,325,39,04/01/2017,03/31/2018
"520066","MERCY HEALTH SYSTEM CORP","1000 Mineral Point Ave","Janesville",,"WI","53547",6087566161,96,4,0,98,89,9,2,94,78,17,5,91,72,26,2,90,,2046,602,29,04/01/2017,03/31/2018
"520071","FORT MEMORIAL HOSPITAL","611 Sherman Ave E","Fort Atkinson",,"WI","53538",9205685000,,,,,,,,,,,,,,,,,"4",,,,,
"520075","ST VINCENT HOSPITAL","835 S Van Buren St","Green Bay",,"WI","54301",9204330111,98,2,0,99,89,9,2,93,85,13,2,93,82,17,1,93,,4702,1646,35,04/01/2017,03/31/2018
"520076","BEAVER DAM COMMUNITY HOSPITAL","707 S University Ave","Beaver Dam",,"WI","53916",9208877181,,,,,,,,,,,,,,,,,"4",,,,,
"520083","SSM HEALTH ST MARY'S HOSPITAL - MADISON","700 South Park St","Madison",,"WI","53715",6082516100,98,2,0,99,92,7,1,96,87,10,3,94,86,11,3,94,,1355,491,36,04/01/2017,03/31/2018
"520087","GUNDERSEN LUTHERAN MEDICAL CENTER","1900 South Ave","La Crosse",,"WI","54601",6087827300,97,3,0,98,93,6,1,96,87,11,2,94,87,12,1,95,,1971,753,38,04/01/2017,03/31/2018
"520089","MERITER HOSPITAL","202 S Park St","Madison",,"WI","53715",6084176210,98,2,0,99,93,6,1,96,87,11,2,94,86,13,1,95,,3737,1103,30,04/01/2017,03/31/2018
"520097","ST MARY'S HOSPITAL MEDICAL CENTER","1726 Shawano Ave","Green Bay",,"WI","54303",9204984200,98,2,0,99,90,8,2,94,84,14,2,93,80,19,1,93,,4321,1509,35,04/01/2017,03/31/2018
"520100","BELOIT HEALTH SYSTEM","1969 W Hart Rd","Beloit",,"WI","53511",6083645011,,,,,,,,,,,,,,,,,"4",,,,,
"520102","AURORA LAKELAND MEDICAL CENTER","W3985 Cty Rd Nn","Elkhorn",,"WI","53121",2627412000,,,,,,,,,,,,,,,,,"4",,,,,
"520109","MILE BLUFF MEDICAL CENTER","1050 Division St","Mauston",,"WI","53948",6088476161,,,,,,,,,,,,,,,,,"4",,,,,
"520138","AURORA ST LUKES MEDICAL CENTER","2900 W Oklahoma Ave","Milwaukee",,"WI","53215",4146496000,,,,,,,,,,,,,,,,,"4",,,,,
"520139","WEST ALLIS MEMORIAL HOSPITAL","8901 W Lincoln Ave","West Allis",,"WI","53227",4143286000,,,,,,,,,,,,,,,,,"4",,,,,
"520160","THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC","1818 N Meade St","Appleton",,"WI","54911",9207314101,,,,,,,,,,,,,,,,,"4",,,,,
"520189","AURORA MEDICAL CENTER KENOSHA","10400 75th St","Kenosha",,"WI","53142",2629485600,,,,,,,,,,,,,,,,,"4",,,,,
"520193","AURORA BAYCARE MEDICAL CENTER","2845 Greenbrier Rd","Green Bay",,"WI","54313",9202883038,,,,,,,,,,,,,,,,,"4",,,,,
"520194","ORTHOPAEDIC HOSPITAL OF WI","475 W River Woods Pkwy","Glendale",,"WI","53212",4149616800,98,2,0,99,92,7,1,95,91,8,1,96,90,9,1,96,,3490,1256,36,04/01/2017,03/31/2018
"520196","OAKLEAF SURGICAL HOSPITAL","1000 Oakleaf Way","Altoona",,"WI","54720",7158959435,98,2,0,99,91,7,2,95,91,7,2,96,91,8,1,96,,1302,619,48,04/01/2017,03/31/2018
"520198","AURORA MEDICAL CENTER OSHKOSH","855 N Westhaven Drive","Oshkosh",,"WI","54904",9204566000,,,,,,,,,,,,,,,,,"4",,,,,
"520206","AURORA MEDICAL CENTER - SUMMIT","36500 Aurora Drive","Summit",,"WI","53066",2624341000,,,,,,,,,,,,,,,,,"4",,,,,
"520207","AURORA MEDICAL CENTER - GRAFTON","975 Port Washington Road","Grafton",,"WI","53024",2623291000,,,,,,,,,,,,,,,,,"4",,,,,
"520208","SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE","3400 East Racine Street","Janesville",,"WI","53546",6083738000,98,2,0,99,92,7,1,95,89,9,2,95,87,12,1,95,,2117,778,37,04/01/2017,03/31/2018
"521308","AMERY HOSPITAL & CLINIC","265 Griffin Street East","Amery",,"WI","54001",7152680300,98,2,0,99,88,9,3,93,82,16,2,92,74,22,4,89,,1045,381,36,04/01/2017,03/31/2018
"521310","HSHS ST CLARE MEMORIAL HOSPITAL","855 S Main St","Oconto Falls",,"WI","54154",9208463444,98,2,0,99,93,6,1,96,85,13,2,94,81,18,1,94,,948,361,38,04/01/2017,03/31/2018
"521319","EDGERTON HOSPITAL AND HEALTH SERVICES","11101 N Sherman Road","Edgerton",,"WI","53534",6088843441,95,3,2,96,88,9,3,93,82,15,3,93,84,13,3,93,"3",127,60,48,04/01/2017,03/31/2018
"521324","ASPIRUS MEDFORD HOSPITAL & CLINICS, INC","135 S Gibson St","Medford",,"WI","54451",7157488100,,,,,,,,,,,,,,,,,"4",,,,,
"521325","FLAMBEAU HOSPITAL","98 Sherry Ave, P0 Box 310","Park Falls",,"WI","54552",7157627500,97,3,0,99,94,6,0,97,79,21,0,93,88,10,2,95,"5",506,114,23,04/01/2017,03/31/2018
"521332","SPOONER HEALTH SYSTEM","1280 Chandler Dr","Spooner",,"WI","54801",7156352111,,,,,,,,,,,,,,,,,"4",,,,,
"521335","HUDSON HOSPITAL","405 Stageline Road","Hudson",,"WI","54016",7155316000,98,2,0,99,91,7,2,94,82,16,2,93,79,19,2,92,,1328,467,35,04/01/2017,03/31/2018
"521337","ST CROIX REGIONAL MEDICAL CTR","235 State Street","Saint Croix Falls",,"WI","54024",7154830556,97,3,0,98,88,10,2,93,82,14,4,92,79,20,1,92,,2356,909,39,04/01/2017,03/31/2018
