State,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
"ND","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","1.221","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.887","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","1.057","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.922","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","1.061","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.897","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.783","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.858","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.745","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.889","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.849","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.556","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","1.114","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.857","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.803","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.850","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.782","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","1.239","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.786","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.999","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","1.004","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.907","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.898","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","Clostridium Difficile (C.Diff): Upper Confidence Limit","HAI_6_CI_UPPER","0.868","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.704","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.603","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.714","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.692","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.829","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.882","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.837","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.909","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.726","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.650","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.673","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.629","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.828","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.657","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.937","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.779","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.789","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.719","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.699","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.857","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.883","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.611","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.780","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.849","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.700","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.670","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.702","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.749","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.954","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.741","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.850","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.853","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.881","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.785","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.742","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.804","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.651","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.771","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.799","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.277","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.906","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.768","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.615","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.779","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.743","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","1.052","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.717","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.688","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.912","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.815","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","Clostridium Difficile (C.Diff): Lower Confidence Limit","HAI_6_CI_LOWER","0.777","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
