Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,TRISS Measure ID,Survey Question,Answer Description,Patient Survey Star Rating,Patient Survey Star Rating Footnote,Answer Percent,Answer Percent Footnote,Number of Completed Surveys,Number of Completed Surveys Footnote,Survey Response Rate,Survey Response Rate Footnote,Measure Start Date,Measure End Date
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,256,,38%,,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,Not Available,,Not Available,5 - Results are not available for this reporting period.,256,,38%,,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,256,,38%,,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,Not Available,,Not Available,5 - Results are not available for this reporting period.,256,,38%,,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,H_STAR_RATING,Summary star rating,Summary star rating,Not Available,,Not Available,5 - Results are not available for this reporting period.,256,,38%,,1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,Not Available,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,Not Available,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,Not Available,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,Not Available,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,Not Available,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,Not Available,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,Not Available,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,Not Available,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,Not Available,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,Not Available,5 - Results are not available for this reporting period.,Not Available,,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,H_STAR_RATING,Summary star rating,Summary star rating,Not Available,5 - Results are not available for this reporting period.,Not Available,,33,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",38%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,80%,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,85%,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,86%,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,79%,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,75%,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,91%,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,60%,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,104,,31%,,1/1/2017,12/31/2017
05041F,"WEED ARMY COMMUNITY HOSPITAL, FT. IRWIN",BLDG 390 NORTH LOOK ROAD,FORT IRWIN,CA,92310,SAN BERNARDINO,(866) 957-9224,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,70%,,104,,31%,,1/1/2017,12/31/2017
